  Language_ISO639;id
Language_la;Bhs. Latin
Language_lb;Bhs. Luksemburg
Language_lg;Bhs. Luganda
Language_li;Bhs. Limburg
Language_ln;Bhs. Lingala
Language_lo;Bhs. Laos
Language_lt;Bhs. Lituavi
Language_lu;Bhs. Luba-Katanga
Language_lv;Bhs. Latvia
Language_mg;Bhs. Malagasi
Language_mh;Bhs. Marshall
Language_mi;Bhs. Maori
Language_mis;Bhs.-bhs. yang tidak terkode
Language_mk;Bhs. Makedonia
Language_ml;Bhs. Malayalam
Language_mn;Bhs. Mongol
Language_mn-cn;Bhs. Mongol (Tionghoa)
Language_mo;Bhs. Moldavia
Language_More;Bahasa, info selengkapnya
Language_mr;Bhs. Marathi
Language_ms;Bhs. Melayu
Language_ms-bn;Bhs. Melayu (Brunei)
Language_mt;Bhs. Malta
Language_mul;Beberapa bahasa
Language_my;Bhs. Myanmar
Language_na;Bhs. Nauru
Language_nb;Bhs. Bokmal Norwegia
Language_nd;Bhs. Ndebele
Language_ne;Bhs. Nepali
Language_ng;Bhs. Ndonga
Language_nl;Bhs. Belanda
Language_nl-be;Bhs. Flam
Language_nn;Bhs. Nynorsk Norwegia
Language_no;Bhs. Norwegia
Language_nr;Bhs. Ndebele
Language_nv;Bhs. Navajo
Language_ny;Bhs. Nyanja
Language_oc;Bhs. Oksitan
Language_oj;Bhs. Ojibwe
Language_om;Bhs. Oromo
Language_or;Bhs. Oriya
Language_os;Bhs. Ossetia
Language_pa;Bhs. Punjabi
Language_pi;Bhs. Pali
Language_pl;Bhs. Polandia
Language_ps;Bhs. Pashtun
Language_pt;Bhs. Portugis
Language_pt-br;Bhs. Portugis (Brasil)
Language_qu;Bhs. Quechua
Language_rm;Bhs. Romansh
Language_rn;Bhs. Kirundi
Language_ro;Bhs. Rumania
Language_ru;Bhs. Rusia
Language_rw;Bhs. Kinyarwanda
Language_sa;Bhs. Sanskerta
Language_sc;Bhs. Sardinia
Language_sd;Bhs. Sindhi
Language_se;Bhs. Sami Utara
Language_sg;Bhs. Sango
Language_si;Bhs. Sinhala
Language_sk;Bhs. Slowakia
Language_sl;Bhs. Slovenia
Language_sm;Bhs. Samoa
Language_smi;Bhs. Sami
Language_sn;Bhs. Shona
Language_so;Bhs. Somalia
Language_sq;Bhs. Albania
Language_sr;Bhs. Serbia
Language_ss;Bhs. Swati
Language_st;Bhs. Sesotho
Language_su;Bhs. Sunda
Language_sv;Bhs. Swedia
Language_sw;Bhs. Swahili
Language_ta;Bhs. Tamil
Language_te;Bhs. Telugu
Language_tg;Bhs. Tajik
Language_th;Bhs. Thai
Language_ti;Bhs. Tigrinya
Language_tk;Bhs. Turkmen
Language_tl;Bhs. Tagalog
Language_tn;Bhs. Tswana
Language_to;Bhs. Tonga
Language_tr;Bhs. Turki
Language_ts;Bhs. Tsonga
Language_tt;Bhs. Tatar
Language_tw;Bhs. Twi
Language_ty;Bhs. Tahiti
Language_ug;Bhs. Uighur
Language_uk;Bhs. Ukraina
Language_und;Tidak ditentukan
Language_ur;Bhs. Urdu
Language_uz;Bhs. Uzbek
Language_ve;Bhs. Venda
Language_vi;Bhs. Vietnam
Language_vo;Bhs. Volapuk
Language_wa;Bhs. Walloon
Language_wo;Bhs. Wolof
Language_xh;Bhs. Xhosa
Language_yi;Bhs. Yiddi
Language_yo;Bhs. Yoruba
Language_yue;Bhs. Kanton
Language_za;Bhs. Zhuang
Language_zh;Bhs. Tionghoa
Language_zh-cmn;Bhs. Mandarin
Language_zh-CN;Bhs. Tionghoa (Tiongkok)
Language_zh-cn;Bhs. Tionghoa (Tiongkok)
Language_zh-Hans;Bhs. Tionghoa (Sederhana)
Language_zh-Hant;Bhs. Tionghoa (Tradisional)
Language_zh-TW;Bhs. Tionghoa (Taiwan)
Language_zh-tw;Bhs. Tionghoa (Taiwan)
Language_zh-yue;Bhs. Kanton
Language_zu;Bhs. Zulu
Language_zxx;Tidak ada konten linguistik atau tidak berlaku
LanguageChanges;
Languages;Bahasa
LawRating;Peringkat usia
LCCN;LCCN
LegacyStreamDisplay;Tampilkan informasi kompatibilitas mundur untuk aliran audio HD/HE dan video 3D/HDR
LfeAttenuationKnown;Atenuasi LFE yang diketahui
LfeMixGain;Peningkatan Padu LFE
lfeon;
Library;Pustaka multipleks
Lifetime_Subscribe_Button;Langganan seumur hidup seharga %HARGA%
Lightness;Kecerahan
Lines_Count;Banyaknya garis
Lines_MaxCountPerEvent;Maksimum banyaknya garis per peristiwa
LineUpStart;Mulai Daftar Pemain
LinkedTo_Bed_Pos;Bantalan #s
LinkedTo_ChannelFormat_Pos;Format kanal #s
LinkedTo_ComplementaryObject_Pos;Objek komplementer #s
LinkedTo_Content_Pos;Konten #s
LinkedTo_Group_Pos;Kelompok #s
LinkedTo_Object_Pos;Objek #s
LinkedTo_PackFormat_Pos;Format pak #s
LinkedTo_SignalGroup_Pos;Kelompok sinyal #s
LinkedTo_StreamFormat_Pos;Format aliran #s
LinkedTo_Substream_Pos;Subaliran #s
LinkedTo_TrackFormat_Pos;Format trek #s
LinkedTo_TrackUID_Pos;UID trek #s
List;Daftar
LongTermLoudness;Kekencangan jangka panjang
LoRoCenterMixGain;Peningkatan padu tengah LoRo
LoRoSurroundMixGain;Peningkatan padu sekeliling LoRo
Loudness_Anchor;Kekencangan peneraju
Loudness_Anchor_Album;Kekencangan peneraju (album)
Loudness_Count;Banyaknya info kekencangan
Loudness_Count_Album;Banyaknya info kekencangan (album)
Loudness_MaximumMomentary;Kekencangan sesaat maksimum
Loudness_MaximumMomentary_Album;Kekencangan sesaat maksimum (album)
Loudness_MaximumOfRange;Rentang maksimum
Loudness_MaximumOfRange_Album;Rentang maksimum (album)
Loudness_MaximumShortTerm;Kekencangan jangka pendek maks.
Loudness_MaximumShortTerm_Album;Kekencangan jangka pendek maks. (album)
Loudness_ProductionMixingLevel;Tingkat paduan produksi
Loudness_ProductionMixingLevel_Album;Tingkat paduan produksi (album)
Loudness_Program;Kekencangan program
Loudness_Program_Album;Kekencangan program (album)
Loudness_Range;Rentang kekencangan
Loudness_Range_Album;Rentang kekencangan (album)
Loudness_RoomType;Jenis kamar produksi
Loudness_RoomType_Album;Jenis kamar produksi (album)
LtRtCenterMixGain;Peningkatan padu tengah LtRt
LtRtSurroundMixGain;Peningkatan padu sekeliling LtRt
Lyricist;Penulis lirik
Lyrics;Lirik
MacCreatedBy;
Mastered_Date;Tangal diindukkan
MasteredBy;Diindukkan oleh
MasteringDisplay_ColorPrimaries;Primer warna layar pengindukan
MasteringDisplay_Luminance;Pencahayaan layar pengindukan
Matrix_Channel(s);Pengkodean matriks, kanal
Matrix_ChannelPositions;Pengkodean matriks, posisi kanal
matrix_coefficients;Koefisien matriks
matrix_coefficients_Source;
Matrix_Format;Pengkodean matriks, format
MaxCLL;Tingkat Cahaya Konten (CLL) Maksimum
MaxFALL;Tingkat Cahaya Rerata Bingkai (FALL) Maksimum
MaxGain;Peningkatan maksimum
MaximumMomentaryLoudness;Kekencangan sementara maksimum
MaxTruePeak;Punjak sejati maksimum
MD5;MD5
MD5_Unencoded;MD5 dari konten tak terkodekan
MediaInfo_About;MediaInfo menyediakan akses mudah ke informasi penandaan dan teknis dari berkas video dan audio.\r\nSelain antarmuka pengguna grafis Mac App Store, aplikasi ini merupakan perangkat lunak sumber terbuka, sehingga pengguna akhir tidak dibebankan biaya, dan pengembang bebas meneliti, meningkatkan, serta mendistribusikannya (lisensi BSD).
MediaInfo_About_About;MediaInfo v%MI_VERSION% menggunakan MediaInfoLib v%MIL_VERSION%
MediaInfo_WebSite;
Menu stream(s);Aliran menu
Menu;Menu
Menu_Codec_List;Kodek menu
Menu_Hint;Lebih banyak kemungkinan
Menu_No;Tak ada menu
MenuCount;Banyaknya aliran menu
MenuID;ID menu
Metadata_Format;Format metadata
Metadata_Format_Type;Jenis bingkai metadata
Metadata_MuxingMode;Mode multipleks metadata
Minimize;Minikan
MixType;Jenis padu
mn; m
Mood;Suasana
More;Lengkapnya
Movie;Nama film
ms; md
MSDI;MSDI
MultipleStream;Aliran berganda
MultiView_Count;Banyaknya tayangan
MusicBy;Musik oleh
MuxingMode;Mode multipleks
MuxingMode_MoreInfo;Mode multipleks, info selengkapnya
MuxingMode_PackedBitstream;Aliran bit terpak
Name;Nama
Nationality;Kebangsaan
NetworkName;Nama jaringan
New;Baru
Newest version;Periksa versi baru (memerlukan koneksi Internet)
NewVersion_Menu;Versi baru tersedia
NewVersion_Question_Content;Versi baru (v%Version%) tersedia, apa Anda ingin mengunduhnya?
NewVersion_Question_Title;Versi baru telah dirilis!
No;Tidak
Not yet;Belum ada
NumberOfChannelFormats;Banyaknya format kanal
NumberOfContents;Banyaknya konten
NumberOfDynamicObjects;Banyaknya objek dinamis
NumberOfElementaryStreams;Banyaknya aliran mendasar
NumberOfObjects;Banyaknya objek
NumberOfPackFormats;Banyaknya format pak
NumberOfPresentations;Banyaknya presentasi
NumberOfProgrammes;Banyaknya program
NumberOfStreamFormats;Banyaknya format aliran
NumberOfSubstreams;Banyaknya subaliran
NumberOfTrackFormats;Banyaknya format trek
NumberOfTrackUIDs;Banyaknya UID trek
NumColors;Banyaknya warna
Object;Objek
ObjectCount;Banyaknya Objek
OK;Oke
One output file per input file;Satu berkas keluaran per berkas masukan
OnlyDiffer;
OnlyIdentical;
Open;Buka
OpenCaptionsLanguage;Bahasa Teks Penjelas Terbuka
OpenCaptionsPresent;Presentasi Teks Penjelas Terbuka
OpenCaptionsType;Jenis Teks Penjelas Terbuka
OpenFile;
OpenFileError;
OpenRecent;
Options;Opsi
Options_Hint;Preferensi
Original;Asli
OriginalNetworkName;Nama jaringan asli
OriginalSourceForm;Bentuk sumber asli
OriginalSourceMedium;Media sumber asli
OriginalSourceMedium_ID;ID di media sumber asli
Originator;Originator
Other;Lainnya
OtherIdentifier;ID Lainnya
OtherIdentifierType;Jenis ID Lainnya
OtherViews;
Output format;Format keluaran
Output;Keluaran
OverallBitRate;Laju bit keseluruhan
OverallBitRate_Maximum;Laju bit keseluruhan maksimum
OverallBitRate_Minimum;Laju bit keseluruhan minimum
OverallBitRate_Mode;Mode laju bit keseluruhan
OverallBitRate_Nominal;Laju bit keseluruhan nominal
OverallBitRate_Precision_Max;
OverallBitRate_Precision_Min;
PackageName;Nama paket
PackFormat;Format pak
Part;Bagian
Part_Count;Total banyaknya
PartialParsing;
PartNumber;Nomor Bagian
PartTotal;Total Bagian
Performer;Artis
Period;Periode
Phase90FilterInfo;Info filter Pahse 90
Phase90FilterInfo2ch;Info filter Phase 90 2-kanal
Phone;Telepon
PictureRatio;Rasio gambar
PixelAspectRatio;Rasio aspek piksel
PixelAspectRatio_CleanAperture;Rasio aspek piksel bukaan jernih
PixelAspectRatio_Original;Rasio aspek piksel asli
PlayCounter;Pencacah Pemutaran
Played_Count;Banyak kali diputar
Played_First_Date;Pertama diputar
Played_Last_Date;Terakhir diputar
PlayTime;Waktu Pemutaran
PodcastCategory;Kategori siniar
PortableHeadphones;Penyuara jemala portabel
PortableSpeakers;Pengeras suara portabel
Position;Posisi
Position_Cartesian;Posisi (kartesius)
Position_Polar;Posisi (kutub)
Position_Total;Total
Preferences;Preferensi
PreferredDownmix;Downmix dipreferensikan
Premium;Premium
Premium_Feature;
Premium_Summary;Fitur pelanggan premium
PreselectionLabel;Label prapilih
Presentation;Presentasi
PresentationConfig;Konfigurasi presentasi
PresentationConfig_ContentClassifier;Konfigurasi presentasi dari pengklasifikasi konten
PresentationID;ID presentasi
PresentationLevel;
PreviousDownmixType5ch;Downmix Jenis 5-kanal Sebelumnya
PreviousMixType2ch;Mix Jenis 2-kanal Sebelumnya
PrimaryAudioLanguage;Bahasa Audio Primer
Producer;Produser
ProductionDesigner;Desainer produksi
ProductionNumber;Nomor produksi
ProductionStudio;Studio produksi
ProductPlacement;Penempatan Produk
Program name;Nama program
Programme;Program
ProgrammeHasText;Program Memiliki Teks
ProgrammeTextLanguage;Bahasa Teks Program
ProgrammeTitle;Judul Program
Publisher;Penerbit
Purchased_Date;Tanggal dibeli
PurchaseInformation;
Quote character;Karakter kutipan
RadioStation;Stasiun radio
Rating;Peringkat
RealtimeLoudnessCorrected;Kekencangan dikoreksi waktu nyata
Recorded_Date;Tanggal direkam
Recorded_Location;Lokasi direkam
Reel;Kumpar
Released_Date;Tanggal dirilis
RemixedBy;Dipadu ulang oleh
RenderMode;Mode render
Renew;Diperbarui
ReplayGain_Gain;Peningkatan putar ulang
ReplayGain_Peak;Puncak peningkatan putar ulang
Report;Laporan
ReportBy;
Resolution;Resolusi
RestoreLifetimeSubscription;Pulihkan langganan seumur hidup
Retry;
s; d
Sampled_Height;Tinggi tersampel
Sampled_Width;Lebar tersampel
SamplePeakLevel;Tingkat puncak sampel
SamplePeakLevel_Album;Tingkat puncak sampel (album)
SamplesPerFrame;Sampel per bingkai
SamplingCount;Banyaknya sampel
SamplingCount_Source;Sumber banyaknya sampel
SamplingRate;Laju sampel
Save;Simpan
ScanOrder;Urutan pindai
ScanOrder_Original;Urutan pindai asli
ScanOrder_Stored;Urutan pindai tersimpan
ScanOrder_StoredDisplayedInverted;Urutan pindai, urutan tersimpan/tertampil dibalik
ScanOrder_StoreMethod;Urutan pindai, metode simpan
ScanType;Jenis pindai
ScanType_Original;Jenis pindai, asli
ScanType_StoreMethod;Jenis pindai, metode simpan
ScreenplayBy;Skenario oleh
ScreenToCenter;Layar ke tengah
ScreenToFront;Layar ke depan
Season;Musim
SecondaryAudioLanguage;Bahasa Audio Sekunder
see below;lihat di bawah
Select your directory;Pilih direktori
SelectAll;Pilih Semua
Send HeaderFile;Kirimi saya berkas kop di: http://sourceforge.net/projects/mediainfo/ (bagian Bug)
Separator_Columns;pemisah kolom
Separator_Lines;pemisah baris
SeriesTitle;Judul seri
ServiceChannel;Nomor saluran layanan
ServiceKind;Macam layanan
ServiceName;Nama layanan
ServiceProvider;Penyedia layanan
Services;Layanan
ServiceType;Jenis layanan
Set;Set
Set_Count;Banyaknya set
Setup;Pengaturan
Sharpness;Ketajaman
Sheet (Complete);Lembar (Lengkap)
Sheet;Lembar
Shell extension, folder;Untuk direktori juga
Shell extension, separate instance;Buka setiap item dalam instans terpisah
Shell extension;Ekstensi Explorer (di Windows Explorer, klik kanan pada berkas, akan ada opsi MediaInfo)
Shell InfoTip;Kiat Alat Explorer (di Windows Explorer, layangkan tetikus di atas berkas, info akan ditampilkan)
ShimName;Nama pemampas
ShimVersion;Versi pemampas
Show menu;Tampilkan menu
Show toolbar;Tampilkan bilah alat
Show;
ShowAll;Tampilkan Semua
ShowMore;
SignalGroup;Kelompok isyarat
SigningPresent;Isyarat Tersedia
SignLanguage;Bahasa Isyarat
Sort;Diurut menurut
SoundCategory;Kategori suara
SoundEngineer;Teknisi suara
Source;Sumber
Source_Duration;Durasi sumber
Source_FrameCount;Banyaknya bingkai sumber
Source_SamplingCount;Banyaknya sampel sumber
Source_StreamSize;Ukuran aliran sumber
Source_StreamSize_Encoded;Ukuran aliran terkodekan sumber
SpokenSubtitles;Subtitel dituturkan
Standard;Standar
Stored_Height;
StoreMethod_InterleavedFields;Bidang jalinan
StoreMethod_SeparatedFields;Bidang terpisah
StoreMethod_SeparatedFields_1;Bidang terpisah (1 bidang per blok)
StoreMethod_SeparatedFields_2;Bidang terpisah (2 bidang per blok)
Stream;Aliran
Stream_MoreInfo;Informasi aliran selengkapnya
StreamCount;Banyaknya aliran macam ini
StreamFormat;Format aliran
StreamID;ID aliran
streamIdentifier;Identifikasi aliran
StreamKind;Macam aliran
StreamKindID;Identifikasi aliran
StreamKindPos;Posisi aliran
StreamOrder;Urutan aliran
Streams;
StreamSize;Ukuran aliran
StreamSize_Demuxed;Ukuran aliran saat demultipleks
StreamSize_Encoded;Ukuran aliran terkodekan
StreamSize_Proportion;Proporsi aliran ini
Subject;Subjek
Subscribe;Langganan
Subscribe_Button;Berlangganan (%PRICE% setahun)
Subscribe_Failed;Pembelian dibatalkan atau gagal
Subscribe_Manage;Kelola langganan
Subscribe_Premium;
Subscribe_Renew;Perpanjang langganan?
Subscribe_Renew_Price;Perpanjang langganan (%PRICE% setahun)
Subscribe_Unaviable;Tidak dapat mengambil rincian langganan.
Subscribe_Waiting;Pembelian menunggu persetujuan orang tua
Subscription_Active;Langganan aktif hingga %DATE%
Subscription_Android;Gratis 3 hari masa percobaan.
Subscription_Ended;Langganan Anda baru saja berakhir.
Subscription_Expired;Langganan kedaluwarsa sejak %DATE%
Subscription_Lifetime;Langganan seumur hidup terdeteksi
Subscription_Thanks;Langganan terdeteksi. Terima kasih atas dukungan Anda!
Substream;Subaliran
SubTrack;Subtrek
SubtstreamIdChannel;ID mulai subaliran & indeks kanal
Summary;Ringkasan
Supported formats;Format yang didukung
Supported?;Didukung?
SupportUs;Dukung kami. Dapatkan tema gelap dan fitur yang lebih banyak segera.
SupportUs2;
surmixlev;
SurroundAttenuationKnown;Atenuasi sekeliling yang diketahui
SwitchGroup;Tukar kelompok
Synopsis;Sinopsis
SystemId;ID
Tagged_Application;Aplikasi penanda
Tagged_Date;Tanggal ditandai
TargetDeviceConfig;Konfigurasi perangkat sasaran
Technician;Teknisi
TermsOfUse;Syarat penggunaan
TertiaryAudioLanguage;Bahasa Audio Tersier
TestContinuousFileNames;
Text - Custom;Teks - Ubah suai
Text (HTML);Teks (HTML)
Text stream(s);Aliran teks
Text streams;Aliran teks
Text;Teks
Text_Codec_List;Kodek teks
Text_Format_List;Format teks
Text_Format_WithHint_List;Format teks (berpetunjuk)
Text_Language_List;Bahasa teks
Text_No;Tak ada teks
Text1;Aliran teks pertama
Text2;Aliran teks kedua
Text3;Aliran teks ketiga
TextCount;Banyaknya aliran teks
TextlessElementsExist;Terdapat Elemen Nirteks
ThanksTo;Terima kasih kepada
Thousands separator;Pemisah ribuan
TimeCode;Kode waktu
TimeCode_FirstFrame;Kode waktu bingkai pertama
TimeCode_LastFrame;Kode waktu bingkai terakhir
TimeCode_MaxFrameNumber;Banyaknya bingkai maksimum dalam kode waktu
TimeCode_MaxFrameNumber_Theory;Banyaknya bingkai maksimum teoritis dalam kode waktu
TimeCode_Settings;Setelan kode waktu
TimeCode_Source;Kode waktu, sumber
TimeCode_Stripped;Kode waktu, dipangkas
TimeStamp;Cap waktu
TimeZone;Zona waktu
Title;Judul
Title_More;Judul, info selengkapnya
Top4ToTop2;Empat depan ke dua depan
TopBackToFront;Belakang atas ke depan
TopBackToSide;Belakang atas ke samping
TopFrontToBack;Depan atas ke belakang
TopFrontToFront;Depan atas ke depan
TopFrontToSide;Depan atas ke samping
Total;Total
TotalNumberOfParts;Total Banyaknya Bagian
TotalProgrammeDuration;Total Durasi Program
Track;Nama trek
Track_Count;Banyaknya trek
TrackFormat;Format trek
TrackIndex;Indeks trek
TrackUID;UID trek
transfer_characteristics;Karakteristik transfer
transfer_characteristics_Source;
Translate_Reports;Terjemahkan laporan
Translator;Penerjemah
Transport;Transpor
Tree & Text;Pohon & Teks
Tree;Pohon
Trim_Center;Pangkas tengah
Trim_Height;Pangkas tinggi
Trim_Surround;Pangkas sekeliing
TrimMode;Mode pangkas
TrimMode0i;Mode pangkas untuk 2.0
TrimMode1i;Mode pangkas untuk 5.1
TrimMode2i;Mode pangkas untuk 7.1
TrimMode3i;Mode pangkas untuk 2.1.2
TrimMode4i;Mode pangkas untuk 5.1.2
TrimMode5i;Mode pangkas untuk 7.1.2
TrimMode6i;Mode pangkas untuk 2.1.4
TrimMode7i;Mode pangkas untuk 5.1.4
TrimMode8i;Mode pangkas untuk 7.1.4
TruePeakLevel;Tingkat puncak sejati
TruePeakLevel_Album;Tingkat puncak sejati (album)
Type;Jenis
Type_Composer;
Type_Conductor;
Type_Cover;
Type_Cover_Back;
Type_Cover_Media;
Type_DuringPerformance;
Type_DuringRecording;
Type_FileIcon;
Type_FileIcon_32x32;
Type_Illustration;
Type_LeafletPage;
Type_Lyricist;
Type_Performer;
Type_Performer_Lead;
Type_PerformerLogo;
Type_Picture;
Type_PublisherLogo;
Type_RecordingLocation;
Type_ScreenCapture;
Type_Thumbnail;
TypeDefinition;Jenis definisi
UniqueID;ID unik
UniversalAdID;Ad-ID universal
UniversalAdID_Registry;Registri Ad-ID universal
UniversalAdID_Value;Nilai Ad-ID universal
Unknown;Tak dikenal
Url;URL
Value;
Video stream(s);Aliran video
Video;Video
Video_Codec_List;Kodek video
Video_Delay;Penundaan relatif dengan video
Video_Format_List;Format video
Video_Format_WithHint_List;Format video (berpetunjuk)
Video_Language_List;Bahasa video
Video_No;Tak ada video
Video0_Delay;Penundaan Video 0
Video1;Aliran video pertama
Video2;Aliran video kedua
Video3;Aliran video ketiga
VideoComments;Komentar Video
VideoCount;Banyaknya aliran video
View;Tampilan
View_Hint;Ubah cara menampilkan informasi
Views;Tayangan
Warning : more streams in the files;Peringatan: ada aliran lainnya dalam berkas
Web;Web
WebSite;Situs web
WebSite_Audio;Ke situs web dari kodek audio ini
WebSite_Audio_More;Ke situs web (%Url%) untuk temukan kodek audio ini
WebSite_General;Ke situs web dari pemutar untuk berkas ini
WebSite_General_More;Ke situs web dari pemutar untuk berkas ini
WebSite_Text;Ke situs web dari kodek teks ini
WebSite_Text_More;Ke situs web (%Url%) untuk temukan kodek teks ini
WebSite_Url;http://MediaArea.net/MediaInfo
WebSite_Video;Ke situs web dari kodek video ini
WebSite_Video_More;Ke situs web (%Url%) untuk temukan kodek video ini
Width;Lebar
Width_CleanAperture;Lebar bukaan jernih
Width_Original;Lebar asli
Window;Jendela
WriteMe;Tulis surat ke pengembang
WriteToTranslator;Tulis surat ke penerjemah
Written_Date;Tanggal ditulis
Written_Location;Lokasi ditulis
WrittenBy;Ditulis oleh
Yes;Ya
Your system;Sistem Anda
Your translation;Terjemahan Anda
Zoom;Zoom
ZZ_Automatic_Percent;94
ZZ_AutomaticLanguage_Percent;94
