  Language_ISO639;cs
Language_jv;Javánština
Language_ka;Gruzínština
Language_kg;Konžština
Language_ki;Kikujština
Language_kj;Kuaňamština
Language_kk;Kazaština
Language_kl;Grónština
Language_km;Khmérština
Language_kn;Kannadština
Language_ko;Korejština
Language_kr;Kanuri
Language_ks;Kašmírština
Language_ku;Kurdština
Language_kv;Komijština
Language_kw;Kornština
Language_ky;Kyrgyzština
Language_la;Latina
Language_lb;Lucemburština
Language_lg;Gandština
Language_li;Limburština
Language_ln;Lingalština
Language_lo;Laoština
Language_lt;Litevština
Language_lu;Lubu-katanžština
Language_lv;Lotyština
Language_mg;Malgaština
Language_mh;Maršálština
Language_mi;Maorština
Language_mis;Nekódované jazyky
Language_mk;Makedonština
Language_ml;Malajálamština
Language_mn;Mongolština
Language_mn-cn;Mongolština (Čína)
Language_mo;Moldavština
Language_More;Jazyk, další informace
Language_mr;Maráthština
Language_ms;Malajština
Language_ms-bn;Malajština (Brunej)
Language_mt;Maltština
Language_mul;Více jazyků
Language_my;Barmština
Language_na;Naurština
Language_nb;Norština (bokmål)
Language_nd;Ndebele (Zimbabwe)
Language_ne;Nepálština
Language_ng;Ndondština
Language_nl;Nizozemština
Language_nl-be;Vlámština
Language_nn;Norština (nynorsk)
Language_no;Norština
Language_nr;Ndebele (Jižní Afrika)
Language_nv;Navažština
Language_ny;Ňandžština
Language_oc;Okcitánština
Language_oj;Odžibvejština
Language_om;Oromština
Language_or;Urijština
Language_os;Osetština
Language_pa;Paňdžábština
Language_pi;Pálí
Language_pl;Polština
Language_ps;Paštština
Language_pt;Portugalština
Language_pt-br;Portugalština (Brazílie)
Language_qu;Kečuánština
Language_rm;Rétorománština
Language_rn;Kirundština
Language_ro;Rumunština
Language_ru;Ruština
Language_rw;Kiňarwandština
Language_sa;Sanskrt
Language_sc;Sardština
Language_sd;Sindhština
Language_se;Sámština (severní)
Language_sg;Sangština
Language_si;Sinhálština
Language_sk;Slovenština
Language_sl;Slovinština
Language_sm;Samojština
Language_smi;Sámské jazyky
Language_sn;Šonština
Language_so;Somálština
Language_sq;Albánština
Language_sr;Srbština
Language_ss;Siswatština
Language_st;Sotština (jižní)
Language_su;Sundština
Language_sv;Švédština
Language_sw;Svahilština
Language_ta;Tamilština
Language_te;Telugština
Language_tg;Tádžičtina
Language_th;Thajština
Language_ti;Tigrinijština
Language_tk;Turkmenština
Language_tl;Tagalog
Language_tn;Setswanština
Language_to;Tongánština
Language_tr;Turečtina
Language_ts;Tsonga
Language_tt;Tatarština
Language_tw;Twi
Language_ty;Tahitština
Language_ug;Ujgurština
Language_uk;Ukrajinština
Language_und;Neurčený jazyk
Language_ur;Urdština
Language_uz;Uzbečtina
Language_ve;Venda
Language_vi;Vietnamština
Language_vo;Volapük
Language_wa;Valonština
Language_wo;Wolofština
Language_xh;Xhoština
Language_yi;Jidiš
Language_yo;Jorubština
Language_yue;Kantonština
Language_za;Čuangština
Language_zh;Čínština
Language_zh-cmn;Mandarínská čínština
Language_zh-CN;Čínština (Čína)
Language_zh-cn;Čínština (Čína)
Language_zh-Hans;Čínština (zjednodušená)
Language_zh-Hant;Čínština (tradiční)
Language_zh-TW;Čínština (Tchaj-wan)
Language_zh-tw;Čínština (Tchaj-wan)
Language_zh-yue;Kantonština
Language_zu;Zuluština
Language_zxx;Bez jazykového obsahu nebo se jazyk nepoužije
LanguageChanges;Změny se projeví po restartování aplikace
Languages;Jazyky
LawRating;Věkové hodnocení
LCCN;LCCN
LegacyStreamDisplay;Zobrazovat informace pro zpětnou kompatibilitu streamů zvuku HD/HE a videa 3D/HDR
LfeAttenuationKnown;Známý útlum LFE
LfeMixGain;Zisk mixu LFE
lfeon;LFE zapnuto
Library;Multiplexovací knihovna
Lifetime_Subscribe_Button;Doživotní předplatné za %PRICE%
Lightness;Světlost
Lines_Count;Počet řádků
Lines_MaxCountPerEvent;Maximální počet řádků na událost
LineUpStart;Začátek přípravného úseku
LinkedTo_Bed_Pos;Základní kanály č.
LinkedTo_ChannelFormat_Pos;Formát kanálů č.
LinkedTo_ComplementaryObject_Pos;Doplňkový objekt č.
LinkedTo_Content_Pos;Obsah č.
LinkedTo_Group_Pos;Skupina č.
LinkedTo_Object_Pos;Objekt č.
LinkedTo_PackFormat_Pos;Formát balíčku č.
LinkedTo_SignalGroup_Pos;Skupina signálů č.
LinkedTo_StreamFormat_Pos;Formát streamu č.
LinkedTo_Substream_Pos;Substream č.
LinkedTo_TrackFormat_Pos;Formát stopy č.
LinkedTo_TrackUID_Pos;UID stopy č.
List;Seznam
LongTermLoudness;Dlouhodobá hlasitost
LoRoCenterMixGain;Zisk mixu středového kanálu LoRo
LoRoSurroundMixGain;Zisk mixu prostorových kanálů LoRo
Loudness_Anchor;Kotevní hlasitost
Loudness_Anchor_Album;Kotevní hlasitost (album)
Loudness_Count;Počet údajů o hlasitosti
Loudness_Count_Album;Počet údajů o hlasitosti (album)
Loudness_MaximumMomentary;Maximální okamžitá hlasitost
Loudness_MaximumMomentary_Album;Maximální okamžitá hlasitost (album)
Loudness_MaximumOfRange;Nejvyšší hodnota rozsahu hlasitosti
Loudness_MaximumOfRange_Album;Nejvyšší hodnota rozsahu hlasitosti (album)
Loudness_MaximumShortTerm;Maximální krátkodobá hlasitost
Loudness_MaximumShortTerm_Album;Maximální krátkodobá hlasitost (album)
Loudness_ProductionMixingLevel;Produkční úroveň mixu
Loudness_ProductionMixingLevel_Album;Produkční úroveň mixu (album)
Loudness_Program;Hlasitost programu
Loudness_Program_Album;Hlasitost programu (album)
Loudness_Range;Rozsah hlasitosti
Loudness_Range_Album;Rozsah hlasitosti (album)
Loudness_RoomType;Typ produkční místnosti
Loudness_RoomType_Album;Typ produkční místnosti (album)
LtRtCenterMixGain;Zisk mixu středového kanálu LtRt
LtRtSurroundMixGain;Zisk mixu prostorových kanálů LtRt
Lyricist;Textař
Lyrics;Text písně
MacCreatedBy;Grafické rozhraní vytvořil Max Pozdeev
Mastered_Date;Datum masteringu
MasteredBy;Mastering provedl
MasteringDisplay_ColorPrimaries;Primární barvy masteringového displeje
MasteringDisplay_Luminance;Jas masteringového displeje
Matrix_Channel(s);Maticové kódování, kanál(y)
Matrix_ChannelPositions;Maticové kódování, pozice kanálů
matrix_coefficients;Maticové koeficienty
matrix_coefficients_Source;Maticové koeficienty (zdroj)
Matrix_Format;Maticové kódování, formát
MaxCLL;Maximální úroveň jasu obsahu
MaxFALL;Maximální průměrná úroveň jasu snímku
MaxGain;Maximální zisk
MaximumMomentaryLoudness;Maximální okamžitá hlasitost
MaxTruePeak;Maximální skutečná špička
MD5;MD5
MD5_Unencoded;MD5 nekódovaného obsahu
MediaInfo_About;MediaInfo umožňuje snadný přístup k technickým údajům a tagům souborů s videem a zvukem.\r\nS výjimkou grafického rozhraní pro Mac App Store jde o software s otevřeným zdrojovým kódem, který je pro koncové uživatele zdarma a který mohou vývojáři studovat, vylepšovat a dále šířit (licence BSD).
MediaInfo_About_About;MediaInfo v%MI_VERSION% s knihovnou MediaInfoLib v%MIL_VERSION%
MediaInfo_WebSite;Web MediaInfo
Menu stream(s);Streamy nabídky
Menu;Nabídka
Menu_Codec_List;Kodeky nabídky
Menu_Hint;Další možnosti
Menu_No;Bez nabídky
MenuCount;Počet streamů nabídky
MenuID;ID nabídky
Metadata_Format;Formát metadat
Metadata_Format_Type;Typ snímku metadat
Metadata_MuxingMode;Režim multiplexování metadat
Minimize;Minimalizovat
MixType;Typ mixu
mn; min
Mood;Nálada
More;Více
Movie;Název filmu
ms; ms
MSDI;MSDI
MultipleStream;Více streamů
MultiView_Count;Počet pohledů
MusicBy;Hudba
MuxingMode;Režim multiplexování
MuxingMode_MoreInfo;Režim multiplexování, další informace
MuxingMode_PackedBitstream;Paketový bitstream
Name;Název
Nationality;Národnost
NetworkName;Název sítě
New;Nový
Newest version;Kontrolovat nové verze (vyžaduje připojení k internetu)
NewVersion_Menu;Je k dispozici nová verze
NewVersion_Question_Content;Je dostupná nová verze (v%Version%). Chcete ji stáhnout?
NewVersion_Question_Title;Byla vydána nová verze!
No;Ne
Not yet;Zatím ne
NumberOfChannelFormats;Počet formátů kanálů
NumberOfContents;Počet položek obsahu
NumberOfDynamicObjects;Počet dynamických objektů
NumberOfElementaryStreams;Počet elementárních streamů
NumberOfObjects;Počet objektů
NumberOfPackFormats;Počet formátů balíčku
NumberOfPresentations;Počet prezentací
NumberOfProgrammes;Počet programů
NumberOfStreamFormats;Počet formátů streamu
NumberOfSubstreams;Počet substreamů
NumberOfTrackFormats;Počet formátů stopy
NumberOfTrackUIDs;Počet UID stop
NumColors;Počet barev
Object;Objekt
ObjectCount;Počet objektů
OK;OK
One output file per input file;Jeden výstupní soubor pro každý vstupní soubor
OnlyDiffer;Pouze pole s rozdíly
OnlyIdentical;Pouze shodná pole
Open;Otevřít
OpenCaptionsLanguage;Jazyk otevřených titulků
OpenCaptionsPresent;Přítomnost otevřených titulků
OpenCaptionsType;Typ otevřených titulků
OpenFile;Otevírání souboru %INDEX% z %COUNT% ...
OpenFileError;Soubor %FILE% nelze otevřít
OpenRecent;Otevřít nedávné
Options;Nastavení
Options_Hint;Předvolby
Original;Originál
OriginalNetworkName;Původní název sítě
OriginalSourceForm;Původní forma zdroje
OriginalSourceMedium;Původní zdrojové médium
OriginalSourceMedium_ID;ID na původním zdrojovém médiu
Originator;Původce
Other;Ostatní
OtherIdentifier;Jiný identifikátor
OtherIdentifierType;Typ jiného identifikátoru
OtherViews;Další zobrazení
Output format;Výstupní formát
Output;Výstup
OverallBitRate;Celkový datový tok
OverallBitRate_Maximum;Maximální celkový datový tok
OverallBitRate_Minimum;Minimální celkový datový tok
OverallBitRate_Mode;Režim celkového datového toku
OverallBitRate_Nominal;Jmenovitý celkový datový tok
OverallBitRate_Precision_Max;Maximální přesnost celkového datového toku
OverallBitRate_Precision_Min;Minimální přesnost celkového datového toku
PackageName;Název balíčku
PackFormat;Formát balíčku
Part;Část
Part_Count;Celkový počet
PartialParsing;Částečná analýza
PartNumber;Číslo části
PartTotal;Celkový počet částí
Performer;Interpret
Period;Období
Phase90FilterInfo;Informace o 90° fázovém filtru
Phase90FilterInfo2ch;Informace o 90° fázovém filtru, 2 kanály
Phone;Telefon
PictureRatio;Poměr stran obrazu
PixelAspectRatio;Poměr stran pixelů
PixelAspectRatio_CleanAperture;Poměr stran pixelů čistého obrazu
PixelAspectRatio_Original;Původní poměr stran pixelů
PlayCounter;Počet přehrání
Played_Count;Počet přehrání
Played_First_Date;První přehrání
Played_Last_Date;Poslední přehrání
PlayTime;Doba přehrávání
PodcastCategory;Kategorie podcastu
PortableHeadphones;Přenosná sluchátka
PortableSpeakers;Přenosné reproduktory
Position;Pozice
Position_Cartesian;Poloha (kartézská)
Position_Polar;Poloha (polární)
Position_Total;Celkem
Preferences;Předvolby
PreferredDownmix;Upřednostňovaný downmix
Premium;Premium
Premium_Feature;Funkce MediaInfo Premium
Premium_Summary;Funkce pro předplatitele Premium
PreselectionLabel;Štítek předvýběru
Presentation;Prezentace
PresentationConfig;Konfigurace prezentace
PresentationConfig_ContentClassifier;Konfigurace prezentace podle klasifikátorů obsahu
PresentationID;ID prezentace
PresentationLevel;Úroveň prezentace
PreviousDownmixType5ch;Předchozí typ downmixu, 5 kanálů
PreviousMixType2ch;Předchozí typ mixu, 2 kanály
PrimaryAudioLanguage;Primární jazyk zvuku
Producer;Producer
ProductionDesigner;Filmový architekt
ProductionNumber;Číslo produkce
ProductionStudio;Produkční studio
ProductPlacement;Umístění produktu
Program name;Název programu
Programme;Program
ProgrammeHasText;Program obsahuje text
ProgrammeTextLanguage;Jazyk textu programu
ProgrammeTitle;Název programu
Publisher;Vydavatel
Purchased_Date;Datum zakoupení
PurchaseInformation;Informace o nákupu v aplikaci
Quote character;Znak uvozovek
RadioStation;Rozhlasová stanice
Rating;Hodnocení
RealtimeLoudnessCorrected;Korekce hlasitosti v reálném čase
Recorded_Date;Datum nahrání
Recorded_Location;Místo nahrávání
Reel;Kotouč
Released_Date;Datum vydání
RemixedBy;Remixoval
RenderMode;Režim renderování
Renew;Obnovit
ReplayGain_Gain;Zisk ReplayGain
ReplayGain_Peak;Špička ReplayGain
Report;Výpis
ReportBy;Nahlásil
Resolution;Rozlišení
RestoreLifetimeSubscription;Obnovit doživotní předplatné
Retry;Opakovat
s; s
Sampled_Height;Vzorkovaná výška
Sampled_Width;Vzorkovaná šířka
SamplePeakLevel;Úroveň špičky vzorků
SamplePeakLevel_Album;Úroveň špičky vzorků (album)
SamplesPerFrame;Vzorků na snímek
SamplingCount;Počet vzorků
SamplingCount_Source;Počet zdrojových vzorků
SamplingRate;Vzorkovací frekvence
Save;Uložit
ScanOrder;Pořadí půlsnímků
ScanOrder_Original;Původní pořadí půlsnímků
ScanOrder_Stored;Uložené pořadí půlsnímků
ScanOrder_StoredDisplayedInverted;Pořadí půlsnímků, obrácené pořadí uložení/zobrazení
ScanOrder_StoreMethod;Pořadí půlsnímků, způsob uložení
ScanType;Typ řádkování
ScanType_Original;Původní typ řádkování
ScanType_StoreMethod;Typ řádkování, způsob uložení
ScreenplayBy;Scénář
ScreenToCenter;Od obrazovky ke středu
ScreenToFront;Od obrazovky dopředu
Season;Řada
SecondaryAudioLanguage;Sekundární jazyk zvuku
see below;viz níže
Select your directory;Vyberte složku
SelectAll;Vybrat vše
Send HeaderFile;Zašlete mi prosím soubor s hlavičkou zde: http://sourceforge.net/projects/mediainfo/ (sekce hlášení chyb)
Separator_Columns;oddělovač sloupců
Separator_Lines;oddělovač řádků
SeriesTitle;Název seriálu
ServiceChannel;Číslo kanálu služby
ServiceKind;Druh služby
ServiceName;Název služby
ServiceProvider;Poskytovatel služby
Services;Služby
ServiceType;Typ služby
Set;Nastavit
Set_Count;Počet sad
Setup;Nastavení
Sharpness;Ostrost
Sheet (Complete);Tabulka (úplná)
Sheet;Tabulka
Shell extension, folder;Také pro složky
Shell extension, separate instance;Otevírat každou položku v samostatné instanci
Shell extension;Přidat MediaInfo do místní nabídky Průzkumníka souborů
Shell InfoTip;Zobrazovat informace MediaInfo v popisku souboru v Průzkumníku
ShimName;Název SHIM
ShimVersion;Verze SHIM
Show menu;Zobrazit nabídku
Show toolbar;Zobrazit panel nástrojů
Show;Zobrazit:
ShowAll;Zobrazit vše
ShowMore;Zobrazit ve výstupu více informací včetně různých formátů času nebo doby trvání
SignalGroup;Skupina signálů
SigningPresent;Přítomnost tlumočení do znakového jazyka
SignLanguage;Znakový jazyk
Sort;Seřazeno podle
SoundCategory;Kategorie zvuku
SoundEngineer;Zvukový mistr
Source;Zdroj
Source_Duration;Doba trvání zdroje
Source_FrameCount;Počet zdrojových snímků
Source_SamplingCount;Počet zdrojových vzorků
Source_StreamSize;Velikost zdrojového streamu
Source_StreamSize_Encoded;Velikost kódovaného zdrojového streamu
SpokenSubtitles;Mluvené titulky
Standard;Standard
Stored_Height;Uložená výška
StoreMethod_InterleavedFields;Prokládané půlsnímky
StoreMethod_SeparatedFields;Oddělené půlsnímky
StoreMethod_SeparatedFields_1;Oddělené půlsnímky (1 půlsnímek na blok)
StoreMethod_SeparatedFields_2;Oddělené půlsnímky (2 půlsnímky na blok)
Stream;Stream
Stream_MoreInfo;Další informace o streamu
StreamCount;Počet streamů tohoto druhu
StreamFormat;Formát streamu
StreamID;ID streamu
streamIdentifier;Identifikátor streamu
StreamKind;Druh streamu
StreamKindID;Identifikátor streamu
StreamKindPos;Identifikátor streamu
StreamOrder;Pořadí streamu
Streams;Streamy
StreamSize;Velikost streamu
StreamSize_Demuxed;Velikost streamu po demultiplexování
StreamSize_Encoded;Velikost kódovaného streamu
StreamSize_Proportion;Podíl tohoto streamu
Subject;Předmět
Subscribe;Předplatit
Subscribe_Button;Předplatit na jeden rok (%PRICE%)
Subscribe_Failed;Nákup byl zrušen nebo se nezdařil
Subscribe_Manage;Spravovat předplatné
Subscribe_Premium;Předplatit prémiové funkce
Subscribe_Renew;Obnovit předplatné?
Subscribe_Renew_Price;Obnovit předplatné na jeden rok (%PRICE%)
Subscribe_Unaviable;Podrobnosti o předplatném se nepodařilo načíst.
Subscribe_Waiting;Nákup čeká na schválení rodičem
Subscription_Active;Předplatné je aktivní do %DATE%
Subscription_Android;Třídenní zkušební období zdarma.
Subscription_Ended;Vaše předplatné právě skončilo.
Subscription_Expired;Platnost předplatného skončila %DATE%
Subscription_Lifetime;Bylo rozpoznáno doživotní předplatné
Subscription_Thanks;Předplatné bylo rozpoznáno. Děkujeme za podporu!
Substream;Substream
SubTrack;Vedlejší stopa
SubtstreamIdChannel;Počáteční ID substreamu a index kanálu
Summary;Souhrn
Supported formats;Podporované formáty
Supported?;Podporováno?
SupportUs;Podpořte nás. Získáte tmavý motiv a další připravované funkce.
SupportUs2;Podpořte nás předplatným a získejte exkluzivní funkce.
surmixlev;Úroveň mixu prostorových kanálů (surmixlev)
SurroundAttenuationKnown;Známý útlum prostorových kanálů
SwitchGroup;Přepínací skupina
Synopsis;Synopse
SystemId;ID
Tagged_Application;Aplikace použitá k označení
Tagged_Date;Datum označení
TargetDeviceConfig;Konfigurace cílového zařízení
Technician;Technik
TermsOfUse;Podmínky použití
TertiaryAudioLanguage;Terciární jazyk zvuku
TestContinuousFileNames;Rozpoznat souvislé názvy souborů
Text - Custom;Text – vlastní
Text (HTML);Text (HTML)
Text stream(s);Textové streamy
Text streams;Textové streamy
Text;Text
Text_Codec_List;Textové kodeky
Text_Format_List;Textové formáty
Text_Format_WithHint_List;Textové formáty (s upřesněním)
Text_Language_List;Jazyky textu
Text_No;Bez textu
Text1;První textový stream
Text2;Druhý textový stream
Text3;Třetí textový stream
TextCount;Počet textových streamů
TextlessElementsExist;Existují prvky bez textu
ThanksTo;Poděkování
Thousands separator;Oddělovač tisíců
TimeCode;Časový kód
TimeCode_FirstFrame;Časový kód prvního snímku
TimeCode_LastFrame;Časový kód posledního snímku
TimeCode_MaxFrameNumber;Maximální číslo snímku v časových kódech
TimeCode_MaxFrameNumber_Theory;Teoretické maximální číslo snímku v časových kódech
TimeCode_Settings;Nastavení časového kódu
TimeCode_Source;Zdroj časového kódu
TimeCode_Stripped;Časový kód, odstraněn
TimeStamp;Časová značka
TimeZone;Časové pásmo
Title;Název
Title_More;Název, další informace
Top4ToTop2;Čtyři přední kanály do dvou předních
TopBackToFront;Horní zadní kanály dopředu
TopBackToSide;Horní zadní kanály do stran
TopFrontToBack;Horní přední kanály dozadu
TopFrontToFront;Horní přední kanály dopředu
TopFrontToSide;Horní přední kanály do stran
Total;Celkem
TotalNumberOfParts;Celkový počet částí
TotalProgrammeDuration;Celková doba trvání programu
TraceLevel0;Úroveň trasování – 0
TraceLevel5;Úroveň trasování – 5
TraceLevel9;Úroveň trasování – 9
TraceLevel10;Úroveň trasování – 10
Track;Název stopy
Track_Count;Počet stop
TrackFormat;Formát stopy
TrackIndex;Index stopy
TrackUID;UID stopy
transfer_characteristics;Přenosové charakteristiky
transfer_characteristics_Source;Přenosové charakteristiky (zdroj)
Translate_Reports;Překládat výpisy
Translator;Překladatel
Transport;Přenos
Tree & Text;Strom a text
Tree;Strom
Trim_Center;Korekce středového kanálu
Trim_Height;Korekce výškových kanálů
Trim_Surround;Korekce prostorových kanálů
TrimMode;Režim korekce
TrimMode0i;Režim korekce pro 2.0
TrimMode1i;Režim korekce pro 5.1
TrimMode2i;Režim korekce pro 7.1
TrimMode3i;Režim korekce pro 2.1.2
TrimMode4i;Režim korekce pro 5.1.2
TrimMode5i;Režim korekce pro 7.1.2
TrimMode6i;Režim korekce pro 2.1.4
TrimMode7i;Režim korekce pro 5.1.4
TrimMode8i;Režim korekce pro 7.1.4
TruePeakLevel;Úroveň skutečné špičky
TruePeakLevel_Album;Úroveň skutečné špičky (album)
Type;Typ
Type_Composer;Skladatel
Type_Conductor;Dirigent
Type_Cover;Obal
Type_Cover_Back;Obal (zadní strana)
Type_Cover_Media;Obal (médium)
Type_DuringPerformance;Během vystoupení
Type_DuringRecording;Během nahrávání
Type_FileIcon;Ikona souboru
Type_FileIcon_32x32;Ikona souboru (32×32)
Type_Illustration;Ilustrace
Type_LeafletPage;Strana bookletu
Type_Lyricist;Textař
Type_Performer;Interpret
Type_Performer_Lead;Interpret (hlavní)
Type_PerformerLogo;Logo interpreta
Type_Picture;Obrázek
Type_PublisherLogo;Logo vydavatele
Type_RecordingLocation;Místo nahrávání
Type_ScreenCapture;Snímek obrazovky
Type_Thumbnail;Miniatura
TypeDefinition;Definice typu
UniqueID;Jedinečné ID
UniversalAdID;Univerzální ID reklamy
UniversalAdID_Registry;Registr univerzálních ID reklamy
UniversalAdID_Value;Hodnota univerzálního ID reklamy
Unknown;Neznámý
Url;URL
Value;Hodnota
Video stream(s);Streamy videa
Video;Video
Video_Codec_List;Videokodeky
Video_Delay;Zpoždění vůči videu
Video_Format_List;Formáty videa
Video_Format_WithHint_List;Formáty videa (s upřesněním)
Video_Language_List;Jazyky videa
Video_No;Bez videa
Video0_Delay;Zpoždění videa 0
Video1;První stream videa
Video2;Druhý stream videa
Video3;Třetí stream videa
VideoComments;Komentáře k videu
VideoCount;Počet streamů videa
View;Zobrazení
View_Hint;Změnit způsob zobrazení informací
Views;Zobrazení
Warning : more streams in the files;Upozornění: soubory obsahují více streamů
Web;Web
WebSite;Web
WebSite_Audio;Přejít na web tohoto zvukového kodeku
WebSite_Audio_More;Přejít na web (%Url%) s informacemi o tomto zvukovém kodeku
WebSite_General;Přejít na web přehrávače tohoto souboru
WebSite_General_More;Přejít na web přehrávače tohoto souboru
WebSite_Text;Přejít na web tohoto textového kodeku
WebSite_Text_More;Přejít na web (%Url%) s informacemi o tomto textovém kodeku
WebSite_Url;http://MediaArea.net/MediaInfo
WebSite_Video;Přejít na web tohoto videokodeku
WebSite_Video_More;Přejít na web (%Url%) s informacemi o tomto videokodeku
Width;Šířka
Width_CleanAperture;Šířka čistého obrazu
Width_Original;Původní šířka
Window;Okno
WriteMe;Napsat autorovi
WriteToTranslator;Napsat překladateli
Written_Date;Datum zápisu
Written_Location;Místo zápisu
WrittenBy;Napsal
Yes;Ano
Your system;Váš systém
Your translation;Váš překlad
Zoom;Zvětšit
ZZ_Automatic_Percent;99
ZZ_AutomaticLanguage_Percent;99
